EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
931305694,COLUMBIA-WILLAMETTE CLEAN CITIES,% RICH WALLACE,PO BOX 721,TUALATIN,OR,97062-0721,0000,03,3,1000,201509,1,15,000000000,1,01,201609,4,3,01,0,09,105224,86696,86696,P20,
931305697,THE UNITED STATES PONY CLUB INC,% ANITA GEISLER,3771 QUAIL MEADOW WAY,EUGENE,OR,97408-5946,3887,03,9,1200,200209,1,15,000000000,5,01,201512,0,0,02,0,12,0,0,0,N70,JUMPS AND JODHPURS PONY CLUB
931305738,GOSPEL LIFE LINES,% DEANNA JOY HOSKINS,PO BOX 1816,CAVE JUNCTION,OR,97523-1816,0000,03,3,7000,200106,1,15,000000000,1,01,201612,1,1,02,0,12,455,5275,5275,X20,DEANNA JOY HOSKINS
931305796,WALLOWA VALLEY TRAIL RIDERS ASSOCIATION INC,% LORIEN JAMES,PO BOX 1005,JOSEPH,OR,97846-1005,0000,07,3,1000,200208,2,00,000000000,1,01,201703,0,0,02,0,03,0,0,0,N50,
931305825,HOPE MINISTRIES INTERNATIONAL,% HOPE MINISTRIES INTERNATIONAL,PO BOX 1584,CORVALLIS,OR,97339-1584,0000,03,3,7210,200103,1,15,000000000,1,01,201609,0,0,02,0,09,0,0,0,X21,
931305836,TOASTMASTERS INTERNATIONAL,% AT THE RIVERS EDGE CLUB,3934 SE 32ND AVE,PORTLAND,OR,97202-3425,0820,03,9,2000,194505,1,16,059319000,5,01,201612,0,0,02,0,12,0,0,0,A7XZ,9474 AT THE RIVERS EDGE CLUB
931305880,OREGON GLASS GUILD INC,% AVIVA BRANDT,3624 SW VESTA ST,PORTLAND,OR,97219-7564,0000,04,3,2000,200608,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,A99,
931305883,PENDLETON KIWANIS FOUNDATION,% LORIE CASE,PO BOX 365,PENDLETON,OR,97801-0365,0000,03,3,1000,200102,1,16,000000000,1,01,201609,0,0,02,0,09,0,0,0,T31,
931305953,COLUMBIA RIVER PEACE CORPS ASSOC,% PHYLLIS SHELTON,PO BOX 802,PORTLAND,OR,97207-0802,0000,03,3,1000,200111,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,P122,
931306035,MY FATHERS HOUSE A COMMUNITY SHELTER INC,% CATHE WIESE,PO BOX 1147,GRESHAM,OR,97030-0245,0000,03,3,1200,200106,1,15,000000000,1,01,201612,6,6,01,0,12,4117515,1048867,987111,L41,
931306043,HEALTH CARE FOR ALL OREGON,,1443 SE 122ND AVE,PORTLAND,OR,97233-1204,0000,03,3,2000,200112,1,16,000000000,1,01,201612,3,4,01,0,12,93511,196512,172347,E60,
931306094,JKF OF HILLSBORO KARATE INC,% KRISTY TRIPP,PO BOX 1267,HILLSBORO,OR,97123-1267,0000,03,3,1200,200106,1,15,000000000,1,01,201612,3,3,01,0,12,69422,83160,83160,N60,
931306105,KEVIN S ROBERTS FOUNDATION FOR CHILDREN,% JENNIFER SUMMERTON,PO BOX 394,REDMOND,OR,97756-0072,0000,03,3,1000,200104,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P30,
931306116,THE RENAISSANCE FOUNDATION,% IRVING J LEVIN,PO BOX 80516,PORTLAND,OR,97280-1516,0000,03,3,1000,200105,1,04,000000000,2,01,201612,8,6,00,1,12,10126716,2837075,,T22,
931306211,CMH AUXILIARY,% ACCOUNTING MANAGER,2111 EXCHANGE ST,ASTORIA,OR,97103-3329,0000,03,3,1000,200208,1,16,000000000,1,01,201612,4,4,01,0,12,108211,208103,57700,E112,
931306217,ECOWORKS FOUNDATION INC,,408 NW 12TH AVE APT 203,PORTLAND,OR,97209-2944,0000,03,3,1000,200102,1,04,000000000,1,01,201612,6,5,00,1,12,1345530,547534,,T22,
931306314,JUNIOR BASEBALL OF OREGON-SHERWOOD,% LYNDA BRADSHAW,PO BOX 605,SHERWOOD,OR,97140-0605,0000,03,3,1000,200105,1,15,000000000,1,01,201612,3,4,01,0,12,79746,167788,141922,N63,
931306456,PACIFIC NORTHWEST SCULPTORS,% LAURIE VAIL,4110 S E HAWTHORNE STREET 302,PORTLAND,OR,97214-5246,0000,03,3,1200,200505,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,A25,
931306475,ADSIDEO CHURCH,% JIM WICKS,1554 SE TACOMA ST,PORTLAND,OR,97202-6644,0000,03,3,7000,200202,1,10,000000000,1,01,201312,0,0,06,0,12,0,0,0,X20,
931306530,ALSEA VALLEY GLEANERS,,PO BOX 281,ALSEA,OR,97324-0281,0000,03,3,1000,200106,1,15,000000000,1,01,201612,1,4,01,0,12,786,369750,369750,K99,
931306566,CLOSER TO HIM MINISTRIES INC,% GARY S HUENKE,PO BOX 20094,KEIZER,OR,97307-0094,0000,03,3,7000,200202,1,15,000000000,1,01,201612,1,3,01,0,12,9509,55393,54714,X20,
931306626,LEAD,,PO BOX 583,EUGENE,OR,97440-0583,0000,03,3,2000,200104,1,15,000000000,1,01,201706,4,6,01,0,06,486045,1836211,1825686,O51,
931306699,FARMERS CONSERVATION ALLIANCE,% MARY MOISER,11 THIRD ST SUITE 101,HOOD RIVER,OR,97031-2007,0000,03,3,1000,200210,1,15,000000000,1,01,201612,5,6,01,0,12,907597,1445030,1445030,K200,
931306727,W GLEN BOYD CHARITABLE FOUNDATION,% DIANA H DOKOS,25 NW 23RD PL STE 6 PMB 246,PORTLAND,OR,97210-5580,0000,03,3,1000,200202,1,04,000000000,2,01,201612,6,5,00,1,12,1098125,590754,,T22,
931306729,ANNE AND ELI SHAPIRA CHARITABLE FOUNDATION,% NANCY COWGILL,7327 SW BANIES RD SUITE 124,PORTLAND,OR,97225-0000,0000,03,3,1000,200107,1,04,000000000,2,01,201612,6,5,00,1,12,1015521,624270,,T20,
931306735,OREGON HUNTERS ASSOCIATION,,PO BOX 1706,MEDFORD,OR,97501-0252,3517,03,9,1000,199402,1,16,350000000,1,01,201612,6,6,03,0,12,1509779,1589803,662997,,GROUP RETURN
931306824,PERIWINKLE PARENT & TEACHERS TOGETHER,% C/O TREASURER,2196 21ST AVE SE,ALBANY,OR,97322-5445,0000,03,3,1000,200305,1,16,000000000,1,01,201706,0,0,02,0,06,0,0,0,B12,
931306837,INTERNATIONAL ASSOCIATION OF JEWISH GENEALOGICAL SOCIETIES INC,% BARBARA HERSEY,PO BOX 19736,PORTLAND,OR,97280-0736,3588,03,9,2700,199710,0,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,,OREGON JEWISH GENEALOGICAL SOCIETY
931306973,ONTARIO SWIM CLUB,% PEGGY HAWKINS,PO BOX 122,ONTARIO,OR,97914-0122,0000,03,3,1000,200206,1,15,000000000,1,01,201606,0,0,02,0,06,0,0,0,N67,
931306980,UNITY COMMUNITY OF CENTRAL OREGON,% JANE MEYERS HIATT,PO BOX 7558,BEND,OR,97708-7558,2062,03,9,2000,197002,1,10,059029000,5,01,201212,1,3,06,0,12,6541,61321,61321,,
931307026,FRANK AND MARY GILL FOUNDATION,% MARY KAY GILL,01740 SW MILITARY RD,PORTLAND,OR,97219-8384,0000,03,3,1000,200104,1,04,000000000,1,01,201612,6,5,00,1,12,1370793,720091,,T22,
931307034,MOTET SINGERS,% NORMA YOUNKIN,35 WESTBROOK WAY,EUGENE,OR,97405-2076,0000,03,3,1000,200105,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,A6B,
931307040,ALTRUSA INTERNATIONAL FOUNDATION INC,% DENNIS HERBERT,238 COLE LN,DRAIN,OR,97435-9737,9381,03,9,1000,198512,1,15,059000000,1,01,201705,0,0,02,0,05,0,0,0,B92J,EUGENE OREGON
931307044,PTA OREGON CONGRESS,% PTA PRESIDENT,PO BOX 74,LYONS,OR,97358-0074,1305,03,9,2000,195505,0,16,059035000,5,01,201706,0,0,02,0,06,0,0,0,,MARI-LINN PTA
931307045,THE FRONTIER LEARNING NETWORK FOUNDATION INC,,PO BOX 637,CONDON,OR,97823-0637,0000,03,3,2000,200201,1,15,000000000,1,01,201706,0,0,02,0,06,0,0,0,B192,
931307054,POWERS ACTION TEAM,% PATRICIA MOFFETT-SECRETARY,PO BOX 202,POWERS,OR,97466-0202,0000,03,3,1000,200602,1,15,000000000,1,01,201706,0,0,02,0,06,0,0,0,S41,
931307135,RILEY CREEK FELLOWSHIP,,PO BOX 751,GOLD BEACH,OR,97444-0751,1675,03,9,7000,196408,1,10,001029000,5,01,,0,0,06,0,12,,,,,
931307188,PORTLAND DOWNTOWN LIONS FOUNDATION INC,% WILLIAM L NELSON,PO BOX 743,PORTLAND,OR,97207-0743,0000,03,3,1000,200108,1,15,000000000,1,01,201706,0,0,02,0,06,0,0,0,N20,
931307191,ZONTA INTERNATIONAL,% HELEN GARBER,PO BOX 6717,PORTLAND,OR,97228-6717,1219,04,9,1300,195305,2,00,602040575,5,01,201705,0,0,02,0,05,0,0,0,S99,PORTLAND
931307301,FOURNIER FAMILY FOUNDATION,% BRUCE R FOURNIER,18670 MACALPINE LOOP,BEND,OR,97702-9366,0000,03,3,1000,200106,2,04,000000000,1,01,201706,5,3,00,1,06,809174,33676,,E99,
931307384,OREGON HUNTERS ASSOCIATION,,PO BOX 1706,MEDFORD,OR,97501-0252,3517,03,9,1000,199402,1,16,350000000,1,01,,0,0,01,0,12,,,,,HARNEY COUNTY CHAPTER
931307446,PARK ROSE NEIGHBORHOOD ASSOCIATION,% EAST PORTLAND NEIGHBORHOOD ASSOC,1017 NE 117TH AVE,PORTLAND,OR,97220-2112,0000,04,3,1000,201208,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,S22,
931307461,MULTI-SENSORY INSTRUCTION TEACHING CHILDREN HANDS-ON M I T C H,,19550 SW 90TH CT,TUALATIN,OR,97062-7505,0000,03,3,1200,200206,1,11,000000000,1,01,201706,6,6,01,0,06,1948477,1506572,1500835,B29,
931307508,BRIGGS LOOSLEY FOUNDATION,,1940 NW EXCELLO DR,ROSEBURG,OR,97471-1730,0000,03,3,1000,200102,1,04,000000000,2,01,201612,6,4,00,1,12,1628508,443701,,T22,LOOSLEY STEPHEN J TTEE
931307592,PATTERSON BOOSTER CLUB,,261 NE LENOX ST,HILLSBORO,OR,97124-4325,0000,03,3,1200,200206,1,16,000000000,1,01,201706,3,3,02,0,06,25301,45626,45626,B112,
931307748,AGLOW INTERNATIONAL,% KARAN B REED,PO BOX 545,BEND,OR,97709-0545,2460,03,9,7000,197309,1,10,000000000,1,01,201612,0,0,06,0,12,0,0,0,,1382009 OREGON SOUTHEAST AREA TEAM
931307755,PEARL CHURCH,,PO BOX 3202,PORTLAND,OR,97208-3202,0000,03,3,7000,200202,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
931307769,BRUGGERE FAMILY FOUNDATION,% WELLS FARGO,30000 SW 35TH DR,WILSONVILLE,OR,97070-6775,0000,03,3,1000,200106,1,04,000000000,2,01,201612,4,4,00,1,12,336208,222911,,T22,
931307825,NEW GUINEA SINGING DOG CONSERVATION SOCIETY,% JANICE KOLER-MATZNICK,5265 OLD STAGE RD,CENTRAL POINT,OR,97502-9715,0000,03,3,4000,200102,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,D20,
931307857,THE HIGHLAND HAVEN,% W G HARDY JR,7600 NE GLISAN ST,PORTLAND,OR,97213-6359,0000,03,3,1000,200105,1,15,000000000,1,01,201512,3,4,01,0,12,31605,199938,199938,P30,
931307988,ROMANIAN BAPTIST CHURCH OF BEAVERTON,% ADRIAN PETRISOR,11520 SW ALLEN BLVD,BEAVERTON,OR,97005-4811,6117,03,9,7000,201505,1,10,001029000,1,01,,0,0,06,0,12,,,,X21,
931308023,TODOS JUNTOS INC,% ERIC R JOHNSTON,3704 SCENIC VIEW DR SE,SALEM,OR,97302-3817,0000,03,3,1000,200107,1,15,000000000,1,01,201606,4,5,01,0,06,187863,597886,597886,I21,
931308095,THREE RIVERS CHARTER SCHOOL,,2565 SW EK RD,WEST LINN,OR,97068-9728,0000,03,3,2000,200110,1,11,000000000,1,01,201606,6,6,01,0,06,1650710,1557922,1557922,B20,
931308213,EVERGREEN PRESBYTERIAN CHURCH,,905 COTTAGE ST NE,SALEM,OR,97301-1262,8534,03,9,6000,197404,0,10,001000000,1,01,,0,0,06,0,06,,,,,
931308422,MYRA CAMILLE HOLLAND FOUNDATION,% GEOFFREY RHOADS,26855 SW CAMPBELL LN,WEST LINN,OR,97068-9531,0000,03,3,1000,200202,1,04,000000000,2,01,201606,3,1,00,1,06,34357,1,,T21,RHOADS GEOFFREY TTEE
931308644,APPLEGATE HOUSE HERITAGE ARTS AND EDUCATION INC,% SUSAN WINN,511 OLD APPLEGATE RD,YONCALLA,OR,97499-9725,0000,03,3,2000,200103,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A20,
931308694,OBIE FAMILY FOUNDATION,% BRIAN B OBIE,205 E 6TH AVE STE 500,EUGENE,OR,97401-3075,0000,03,3,1000,200104,1,04,000000000,1,01,201612,4,3,00,1,12,200584,69023,,T22,
931308843,WASHINGTON COUNTY FLY FISHERS,% DAVID EISENHAUER,763 SE 61ST AVE,HILLSBORO,OR,97123-4041,0000,03,3,2000,201409,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,N60,
931308915,A BETTER COMMUNITY-DAYTON EDUCATION FOUNDATION,% SALLY ANGARAN,PO BOX 219,DAYTON,OR,97114-0219,0000,03,3,1000,200111,1,15,000000000,1,01,201706,4,3,02,0,06,250064,47407,37175,T31,
931308934,CELEBRATE MILWAUKIE INC,% JAMES BERNARD,10212 S NEW ERA RD,CANBY,OR,97013-7770,0000,03,3,1000,200102,1,16,000000000,1,01,201612,3,4,01,0,12,43589,100269,100269,A80,
931309026,WILLAMETTE VALLEY TRIATHLON CLUB,% BRIAN VILLARETE,1323 GWINN WAY SE,SALEM,OR,97317-9498,0000,07,3,1000,200602,2,00,000000000,1,01,201412,0,0,02,0,12,0,0,0,N60,
931309045,SALEM SATURDAY MARKET,% KERRY JACKSON,PO BOX 13691,SALEM,OR,97309-1691,0000,06,3,3000,200105,2,00,000000000,1,01,201612,4,4,01,0,12,207338,490449,298698,S41,
931309129,PORTLAND POLICE ASSOCIATION RETIREE HEALTH PLAN AND TRUST,% ROBERT KING,PO BOX 4148,PORTLAND,OR,97208-4148,0000,09,3,1000,200103,2,00,000000000,1,01,201612,8,6,01,0,12,17663970,3337485,3337485,Y43,
931309277,MASTERS OF CEREMONY,% MICHAEL WETTER,3620 NE 71ST AVE,PORTLAND,OR,97213-5151,0000,03,3,2000,200112,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P50,
931309386,OREGON STATE ASSEMBLY OF THE ASSOC OF SURGICAL TECHNOLOGISTS,% VICTORIA FLEMING,PO BOX 1461,WILSONVILLE,OR,97070-1461,0000,06,3,2000,200112,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,S41,SURGICAL TECHNOLOGISTS
931309400,SAMDEN LING INC,% JACQUELINE S MANDELL,4436 NW BARNES RD,PORTLAND,OR,97210-1006,0000,03,3,7000,200110,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
931309426,CASCADE KOI & GOLDFISH CLUB,% JENNIFER RUSH,22027 S SCHRAM RD,BEAVERCREEK,OR,97004-8784,0000,07,3,1000,200107,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,N50,
931309494,CRESCENT ODELL LAKES VOLUNTEER RESPONSE TEAM,% BRADLEY KAHLER,PO BOX 1065,CRESCENT LAKE,OR,97733-1065,0000,03,3,1000,201105,1,16,000000000,1,01,201706,0,0,02,0,06,0,0,0,M23,COLVRT
931309528,SHU REN OF PORTLAND INC,,PO BOX 86279,PORTLAND,OR,97286-0279,0000,03,3,1000,200110,1,15,000000000,1,01,201608,4,3,01,0,08,188815,68430,68430,B20,
931309540,FUTURE FARMERS OF AMERICA STATE ASSOCIATIONS & LOCAL CHAPTER,% KIM VANDEWALLE,PO BOX 205,YAMHILL,OR,97148-0205,0776,03,9,2000,194501,1,16,059349000,1,01,201708,0,0,02,0,08,0,0,0,,36042 YAMHILL-CARLTON FFA ALUMNI AS
931309632,JEWISH COMMUNITY CAMPUS INC,% MARC N BLATTNER,6680 SW CAPITOL HWY,PORTLAND,OR,97219-1958,0000,03,3,1000,200202,1,15,000000000,1,01,201706,0,0,02,0,06,0,0,0,S30,
931309645,FRIENDS OF REALMS,,63175 O B RILEY RD,BEND,OR,97703-9003,0000,03,3,2000,200105,1,11,000000000,1,01,201606,4,4,01,0,06,376331,131154,109020,B29,
931309708,JUNIOR BASEBALL OF OREGON INC,% MICHAEL WINEGAR TREAS,PO BOX 784,SHERWOOD,OR,97140-0784,0000,03,3,2000,200102,1,16,000000000,1,01,201708,3,3,01,0,08,42479,51605,51605,N63,
931309725,SCIENCEWORKS HANDS-ON MUSEUM,% ANN DOWDY,1500 E MAIN ST,ASHLAND,OR,97520-1312,0000,03,3,2000,200106,1,16,000000000,1,01,201612,6,6,01,0,12,1472300,1076449,1076449,A57,
931309767,CANYON GLEANERS,% PEGGY NICKICH,PO BOX 1071,MILL CITY,OR,97360-1071,0000,03,3,1000,200206,1,16,000000000,1,01,201612,3,5,01,0,12,66733,567334,567334,P29,
931309770,WEST ALBANY SPORTS FOUNDATION,% SPECTRUM CPA GROUP LLP,PO BOX 1124,ALBANY,OR,97321-0523,0000,03,3,1000,200204,1,15,000000000,1,01,201612,4,4,01,0,12,175744,172908,156464,B11,
931309774,PORTLAND STATE UNIVERSITY ALUMNI ASSOCIATION,% PATRICIA E SQUIRE,PO BOX 1326,PORTLAND,OR,97207-1326,0000,03,3,1200,200107,1,15,000000000,1,01,201706,6,6,01,0,06,1668077,1030356,350804,B84,PSU ALUMNI ASSOCIATION
931309803,RESCUE MINISTRIES,,C/O 855 E BERKELEY ST,GLADSTONE,OR,97027-0000,0000,03,3,1000,200304,1,16,000000000,1,01,201612,2,3,01,0,12,24173,75058,65916,X20,
931309882,PORTLAND TAIKO,% WYNN KIYAMA,3728 SE 34TH AVE,PORTLAND,OR,97202-3037,0000,03,3,2000,200102,1,16,000000000,1,01,201612,4,4,01,0,12,103963,117389,117389,A60,
931309885,FOOTBALL CLUB WEST,% MARK BARRETT,PO BOX 621,FOREST GROVE,OR,97116-0621,0000,03,3,1000,200205,1,16,000000000,1,01,201512,2,4,01,0,12,18496,137713,116788,N63,
931310131,SHELTER ANIMAL RESOURCE ALLIANCE,% SHELTER ANIMAL RESOURCE ALLIANCE,PO BOX 41462,EUGENE,OR,97404-0360,0000,03,3,1240,200206,1,15,000000000,1,01,201612,4,4,01,0,12,100697,307679,307679,D20,
931310134,GORDON HOUSE CONSERVANCY INC,,PO BOX 1207,SILVERTON,OR,97381-0056,0000,03,3,1000,200202,1,15,000000000,1,01,201612,4,4,01,0,12,293165,175297,125661,A80,
931310269,EMERALD VALLEY EQUINE ASSISTANCE,% NO,PO BOX 26516,EUGENE,OR,97402-0467,0000,03,3,1000,200107,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,D20,
931310299,CASCADE CIVIL WAR SOCIETY,% RICHARD RAMBO,PO BOX 1596,KLAMATH FALLS,OR,97601-0089,0000,03,3,2000,200105,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,A84,
931310311,FUTURE FARMERS OF AMERICA STATE ASSOCIATIONS & LOCAL CHAPTER,% JOAN BARTON,PO BOX 499,HERMISTON,OR,97838-0499,0776,03,9,2000,194501,0,16,059000000,0,01,201708,4,3,02,0,08,104525,33962,27937,,36040 HERMISTON FFA ALUMNI
931310446,QUINTESSENCE LTD,% CONNOR KERNS,7025 N BURRAGE AVE,PORTLAND,OR,97217-5219,0000,03,3,1000,200102,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A65,
931310461,STAN PEERBOOM MEMORIAL FUND,% PAUL PEERBOOM,20653 SW SUNDE CT,TUALATIN,OR,97062-9184,0000,03,3,1000,200107,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,T22,
931310463,OREGON PREVENTION EDUCATION & RECOVERY ASSOCIATION,% RECOVERY ASSOCIATION,5100 SW MACADAM AVE STE 400,PORTLAND,OR,97239-3854,0000,06,3,2000,200205,2,00,000000000,1,01,201612,4,4,01,0,12,160526,226237,226237,S41,
931310468,ALTRUSA INTERNATIONAL FOUNDATION INC,% KYLIE MCCLINTOCK,PO BOX 1735,PENDLETON,OR,97801-0570,9381,03,9,1000,198512,1,15,059000000,1,01,201605,3,3,01,0,05,57595,71867,63528,,PENDLETON OREGON
931310494,SPRINGFIELD SPANISH FOURSQUARE CHURCH,,PO BOX 72449,SPRINGFIELD,OR,97475-0299,1061,03,9,7000,194910,1,10,325059000,5,01,,0,0,06,0,12,,,,,
931310506,MABEL C ALMQUIST SILVERTON UNION HIGH SCHOOL NO 7J GRADUATE ASSISTA,% KELLEY & KELLEY,110 N 2ND ST,SILVERTON,OR,97381-1702,0000,03,3,1000,200112,1,04,000000000,1,01,201612,5,5,00,1,12,590380,612710,,B82,
931310577,FAMILY TO FAMILY BENEFIT INC,% STEVE SIEBERS,58802 EVERGREEN LOOP,STHELENS,OR,97051-3724,0000,03,3,1000,200111,2,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,,
931310582,OREGON COMMUNITY WAREHOUSE INC,% KRISTY WOOD,3969 NE MLK BLVD,PORTLAND,OR,97212-1117,0000,03,3,1000,200106,1,15,000000000,1,01,201612,6,6,01,0,12,3210363,2529418,2461776,P60,
931310653,FRIENDS OF PETS OF KLAMATH BASIN INC,% KATHLEEN WILLIAMS PRES,4809 ALTAMONT DR,KLAMATH FALLS,OR,97603-7815,0000,03,3,4000,200106,1,15,000000000,1,01,201612,4,4,01,0,12,359174,155194,155194,D200,
931310666,CHILDRENS TRUST FUND OF OREGON FOUNDATION,% CURT B GLEAVES,PO BOX 14694,PORTLAND,OR,97293-0694,0000,03,3,1000,200104,1,15,000000000,1,01,201606,7,5,01,0,06,5364473,607469,473026,T30,
931310734,SOCIAL VENTURE PARTNERS PORTLAND,% MARK HOLLOWAY,308 SW FIRST AVE STE 158,PORTLAND,OR,97204-3432,0000,03,3,1000,200511,1,15,000000000,1,01,201612,6,7,01,0,12,4154417,7250203,7250203,T31,
931310735,ROGUE BASIN PARTNERSHIP,% MATT MULLINEAUX,PO BOX 1214,MEDFORD,OR,97501-0091,0000,03,3,1000,200107,1,15,000000000,1,01,201612,4,4,02,0,12,311618,463588,0,C99,
931310737,HEALTHMETRIX INC,% MARY ELLEN SHINE,2020 SW 4TH AVENUE,PORTLAND,OR,97201-4953,0000,03,3,1800,200205,1,15,000000000,1,01,201507,0,0,02,0,07,0,0,0,E80,
931310749,OREGON PALEO LANDS INSTITUTE,% ANNE MITCHELL,PO BOX 104,FOSSIL,OR,97830-0104,0000,03,3,1000,200210,1,15,000000000,1,01,201512,3,3,01,0,12,56204,52832,52572,C20,
931310936,TRILLIUM CHARTER SCHOOL,% GENEVIEVE BOUWES,5420 N INTERSTATE AVE,PORTLAND,OR,97217-4569,0000,03,3,2000,200211,1,11,000000000,1,01,201606,6,6,01,0,06,4027274,2429397,2428450,B29,
931311027,OREGONIANS FOR ALTERNATIVES TO THE DEATH PENALTY,% JOHN BUFFALOE,PO BOX 2765,SALEM,OR,97308-2765,0000,03,3,2000,200307,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,R60,
931311031,FRIENDS OF WESTON LIBRARY,% CATY CLIFTON,PO BOX 137,WESTON,OR,97886-0137,0000,03,3,1200,200403,1,15,000000000,1,01,201612,3,1,02,0,12,50147,3017,3017,B11,
931311035,NORTHWEST COMMUNITY CHURCH,% JOHN PALACIOS JR,PO BOX 244,MCMINNVILLE,OR,97128-0244,0000,03,3,7000,200804,1,10,000000000,1,01,,1,3,06,0,12,,,,X20,
931311037,THE LIGHTHOUSE SCHOOL,,62858 HIGHWAY 101,COOS BAY,OR,97420-3895,0000,03,3,2000,200209,1,11,000000000,1,01,201706,6,6,01,0,06,1686565,1773345,1773345,B29,
931311041,THE WELLS ARTS INSTITUTE,,2710 NE 14TH AVE,PORTLAND,OR,97212-3201,0000,03,3,2000,200012,1,15,000000000,1,01,201506,2,3,02,0,06,21105,47789,46727,B60,
931311129,OREGON STATE POLICE VOLUNTEERS- LINCOLN COUNTY,% SUE WILSON,PO BOX 974,NEWPORT,OR,97365-0074,0000,03,3,1200,200512,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,D30,
931311167,BEND AGILITY ACTION DOGS INC,% BARBARA K BRANDT,21700 NEFF RD,BEND,OR,97701-9823,0000,07,3,1000,200301,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,D61,
931311456,INNER-CITY SPORTS MINISTRIES ISM,% ERIC KNOX,1302 SE ANKENY ST,PORTLAND,OR,97214-1419,0000,03,3,2700,200210,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,N80,
931311480,THE DUNDEE COMMUNITY CENTER,% MATTHEW COMPTON,PO BOX 103,DUNDEE,OR,97115-0103,0000,03,3,1000,200108,1,15,000000000,1,01,201606,0,0,02,0,06,0,0,0,N31,
931311529,KEIZER COMMUNITY BAND,% MICHAEL KOENIG,5666 TAKELMA CT NE,KEIZER,OR,97303-2033,0000,03,3,1000,200106,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A6C,
931311602,TOASTMASTERS INTERNATIONAL,% UNIVERSITY TOASTMASTERS CLUB,4425 DARK HOLLOW RD,MEDFORD,OR,97501-9697,0820,03,9,2000,194505,1,16,059319000,1,01,201612,0,0,02,0,12,0,0,0,,2931 UNIVERSITY TOASTMASTERS CLUB
931311608,JOHNSON CREEK WATERSHED ASSOCIATION,% JOHNSON CREEK WATERSHED COUNCIL,1900 SE MILPORT RD,PORTLAND,OR,97222-7363,0000,03,3,2000,200107,1,15,000000000,1,01,201606,4,4,01,0,06,242937,424200,424200,C32,
931311617,DELIVERANCE TEMPLE,% REV IVAN L SHARP,PO BOX 3489,COOS BAY,OR,97420-0417,1446,03,9,7000,195902,1,10,268120230,5,01,,0,0,06,0,12,,,,,
931311929,DREAM CATCHER THERAPEUTICS,% GARY ADAMS,PO BOX 34,PENDLETON,OR,97801-0034,0000,03,3,1200,200401,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P80,
931311954,OREGON HIGH SCHOOL RODEO ASSOCIATION INC,% DEANNA THOMPSON,5620 EAGLE ROAD,YONCALLA,OR,97499-0000,3749,03,9,1000,200107,1,16,000000000,5,01,201612,3,3,02,0,12,25142,47943,47943,,UMPQUA VALLEY H S RODEO CLUB
931312090,SELF ENHANCEMENT FOUNDATION,,3920 N KERBY AVE,PORTLAND,OR,97227-1255,0000,03,3,1000,200203,1,17,000000000,1,01,201606,8,7,01,0,06,23176351,9398186,-5141,T11,
931312097,DISABILITY ART AND CULTURE PROJECT,% KATHY COLEMAN,259 SE 162ND AVE,PORTLAND,OR,97233-3805,0000,03,3,2000,200108,1,15,000000000,1,01,201706,3,3,01,0,06,43261,81794,81044,F80,
931312098,OREGON FIREARMS EDUCATIONAL FOUNDATION,% KEVIN STARRETT,PO BOX 556,CANBY,OR,97013-0556,0000,03,3,2000,200202,1,15,000000000,1,01,201612,4,2,02,0,12,107976,15624,15624,R60,
